JUMP_2x1;Straight_1x02;JUMP_2x1;['J10', 'J11', 'J9', 'J12', 'J13']
D_ZENER;Diode-MiniMELF_Standard;BZV55C-5,6V;['D1']
SHT31;DFN-8-1EP_2.4x2.4mm_Pitch0.5mm;SHT31;['U1']
CONN1_1;Straight_1x01;CONN1_1;['J1', 'J2']
R;SMD-0805;0R;['R4']
R;SMD-0805;10k;['R5', 'R6', 'R1', 'R2']
R;SMD-0805;-;['R3']
HOLE;MountingHole_3mm;HOLE;['M1', 'M2']
C_Small;SMD-0805;100nF;['C1']
